MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
2.852,38,6.797,3.859,168,3.682,37.91501,-123.37578,1.599
2.598,9,2.945,3.336,162,5.545,32.67631,-124.13501,1.375
4.367,22,7.962,4.529,4363,1.642,34.91104,-121.41868,1.321
5.293,33,9.373,3.985,779,2.192,37.08325,-115.57376,2.408
14.462,26,5.087,1.076,4096,1.814,38.60553,-122.85264,6.191
9.099,40,6.226,4.239,2469,2.875,38.90115,-115.87568,4.595
14.826,7,5.908,1.109,3462,5.588,41.00244,-118.68366,6.369
6.215,46,8.283,4.255,126,2.47,36.66241,-123.05665,2.863
7.407,32,9.954,4.949,1570,3.978,32.61936,-115.15889,3.274
5.544,40,7.885,2.924,1500,5.578,35.03489,-119.08704,3.864
3.56,43,3.716,1.908,4224,3.513,33.38363,-118.53374,2.185
3.004,24,7.569,1.038,1286,3.638,40.4638,-118.78305,1.949
14.231,41,6.926,1.601,3158,3.763,33.92484,-115.63288,6.975
14.815,51,3.681,3.015,3682,2.402,35.90363,-116.10689,7.24
1.629,39,3.928,4.226,4861,3.092,33.88059,-123.32532,0.67
3.105,38,7.222,4.486,2758,5.237,37.40685,-118.00466,2.127
6.929,50,8.463,3.734,2039,2.999,34.35851,-114.39986,3.947
3.609,37,8.099,1.347,3871,3.094,39.75662,-117.45541,1.95
6.094,19,6.851,4.965,2395,1.58,37.16456,-115.56221,2.858
2.807,43,9.5,3.988,4717,3.318,37.21231,-122.20169,1.506
7.391,5,7.848,2.706,641,1.416,41.53662,-117.49621,2.941
4.804,30,6.335,4.255,1710,2.336,35.55172,-117.4629,1.61
5.927,25,8.53,3.354,3827,5.897,36.11694,-123.44673,2.605
2.32,30,4.324,3.411,1514,5.525,38.12362,-120.44074,1.055
6.994,25,4.108,4.885,4313,4.107,35.74146,-120.31417,3.336
14.766,9,9.772,4.205,1675,4.564,40.37508,-116.6988,5.588
5.604,27,9.599,2.049,100,2.188,37.69298,-118.64252,4.214
13.27,24,9.044,1.701,4496,1.72,32.52527,-122.66581,6.207
12.805,40,3.715,1.689,2529,3.755,35.55983,-120.86931,5.358
14.329,43,6.702,2.818,396,5.49,37.24135,-124.00457,6.227
12.062,38,6.28,2.554,2471,5.162,39.91498,-120.87287,4.131
10.234,15,3.625,2.811,3685,3.946,39.53599,-124.06113,3.417
12.992,38,5.582,1.251,1396,5.923,38.86654,-114.25937,5.136
2.059,26,5.721,1.808,1516,2.24,40.42248,-116.19442,1.288
7.48,30,3.925,4.19,1423,4.834,34.53498,-114.52659,2.237
14.85,11,9.639,4.03,1563,2.418,36.86694,-119.79399,5.314
11.774,29,5.942,2.573,178,5.872,37.63656,-120.63973,5.262
14.469,15,6.199,2.562,1822,2.323,41.74875,-114.31477,6.644
11.915,44,6.789,4.535,2789,2.828,41.77485,-115.57581,5.646
13.248,9,9.096,1.728,4197,3.382,37.22483,-117.24813,5.916
10.891,42,6.266,2.429,1183,2.608,33.84991,-120.67523,4.48
11.647,29,6.328,4.054,3575,2.378,40.93149,-121.89576,4.369
8.324,15,3.922,3.298,2817,3.352,32.75389,-119.32899,4.065
13.939,17,6.823,1.241,3896,5.082,36.7932,-121.98215,5.406
12.551,16,5.049,1.047,2292,4.869,37.23336,-122.57783,5.431
12.814,22,7.174,1.077,4091,3.222,33.89638,-121.10242,4.607
10.422,40,4.406,3.624,2121,2.565,36.02948,-123.24343,4.224
5.264,49,7.726,3.49,3111,1.657,38.88087,-119.27186,2.03
1.499,43,6.951,1.178,1284,5.348,39.13608,-116.09947,1.324
14.099,11,5.796,1.528,1349,5.429,39.89788,-114.63752,6.183
9.206,38,2.773,3.89,281,1.334,37.94685,-120.07413,3.016
5.174,25,7.016,2.238,1438,4.743,35.28938,-114.48954,2.478
3.088,30,8.874,4.967,619,5.419,32.61676,-117.11043,1.718
12.613,2,3.369,2.25,1794,4.682,38.25669,-123.79533,4.525
12.711,1,2.678,2.343,4771,2.698,37.84947,-120.06869,4.791
12.403,38,2.317,2.678,4200,3.145,38.52126,-114.5137,5.735
10.031,37,2.255,4.311,1293,2.503,41.34196,-121.86109,4.987
6.124,9,8.737,3.229,3533,3.714,34.75908,-123.48059,2.479
5.257,5,7.821,4.429,896,5.449,39.21207,-121.42271,2.23
1.12,50,3.618,2.709,2033,4.357,34.40344,-118.18563,1.128
12.671,24,9.337,3.433,1303,3.292,39.96574,-115.91902,6.349
2.224,27,3.083,1.018,4376,5.302,32.79143,-119.38686,1.264
9.831,30,4.993,3.302,915,1.004,35.05525,-117.9358,3.892
8.057,51,5.617,1.322,3069,2.373,34.94962,-115.241,3.53
8.374,15,2.607,1.772,1335,3.18,40.56367,-117.96152,3.672
13.974,47,4.78,4.99,3074,3.963,37.70286,-118.93077,5.384
1.443,9,2.815,3.549,1662,5.978,36.42728,-123.79998,0.793
11.827,46,8.318,4.477,2376,4.198,34.82121,-117.52531,4.897
1.729,37,2.375,1.229,2752,2.908,35.56659,-118.77282,1.595
1.534,30,2.137,2.538,1214,4.624,39.3539,-115.84729,1.116
7.017,49,7.86,4.45,3943,5.921,40.57715,-118.98775,3.275
1.883,15,8.247,2.643,814,4.056,33.37385,-121.49067,1.216
12.048,20,5.965,2.015,2267,2.758,32.63788,-122.56874,4.419
8.414,49,4.543,2.924,4328,4.411,37.7162,-117.32488,3.474
1.407,25,3.892,2.884,150,3.321,40.45796,-119.74311,0.176
1.567,9,2.936,4.963,677,3.679,32.71606,-117.6489,0.255
9.577,45,5.874,2.418,3211,5.777,37.99668,-115.86218,4.026
12.286,22,5.929,4.829,2096,3.183,40.23943,-121.0689,5.61
7.129,13,5.648,4.648,731,2.569,33.57754,-117.91956,3.557
8.764,37,8.226,2.798,4056,4.174,35.93871,-114.82459,2.639
12.198,28,2.798,4.78,3454,3.842,33.45749,-122.22709,5.067
9.547,14,7.36,3.916,2654,2.987,32.8636,-115.56852,5.308
4.147,30,5.213,4.54,4404,2.514,37.19366,-122.52869,0.981
9.583,39,3.928,4.567,1090,3.626,38.81554,-120.68757,4.615
9.796,5,7.453,1.342,4377,1.817,41.26332,-119.97913,4.716
11.277,12,3.581,4.587,3549,2.339,35.43135,-118.20404,4.292
9.692,35,3.847,2.958,4398,5.253,34.97518,-122.58178,4.609
14.569,41,9.988,3.548,2668,5.546,38.41799,-119.36864,6.193
3.762,42,9.109,2.202,3050,2.967,41.49889,-114.68876,1.616
14.315,1,7.577,3.582,4265,5.171,34.26433,-120.9206,7.356
8.537,46,4.526,1.108,3394,1.516,33.62717,-122.11498,3.927
10.407,1,6.294,2.485,570,2.081,40.51131,-123.9149,4.164
2.392,42,3.013,3.514,3592,3.983,33.77295,-117.12864,1.368
6.328,43,4.672,1.787,2607,4.39,36.63392,-119.21301,3.257
11.771,20,2.544,3.69,4112,2.259,39.92331,-118.95881,5.61
10.897,34,6.883,4.316,2997,5.699,36.06491,-114.34318,5.214
1.562,34,8.86,1.149,4192,4.117,38.67005,-121.85759,1.262
8.652,24,8.476,3.416,3110,5.607,40.03175,-115.77037,4.49
2.236,28,8.849,3.323,4883,1.529,37.62854,-122.61704,1.448
14.942,11,3.397,4.128,1332,3.917,34.40088,-119.69073,5.574
13.562,8,7.201,3.79,3312,2.709,34.6403,-117.65946,6.116
1.295,35,9.654,2.818,3743,5.333,41.84449,-115.64376,0.48
13.021,41,8.266,2.418,3291,1.067,40.20715,-116.95225,6.593
13.872,16,2.027,4.943,513,4.836,35.53399,-117.95578,5.874
5.95,16,9.058,3.007,4396,1.82,34.1938,-124.22089,2.643
11.073,42,7.646,2.632,125,5.45,35.17062,-118.63355,5.335
7.189,6,2.976,4.972,479,3.312,40.30003,-120.60628,2.563
10.173,20,4.511,1.722,1029,1.861,38.15651,-114.43288,4.658
5.764,11,2.94,1.745,1703,5.089,39.05924,-121.03591,1.752
5.516,8,7.838,4.906,3761,3.516,38.73711,-123.33395,2.252
6.942,20,2.028,3.631,915,1.308,40.61994,-122.90994,2.37
3.038,32,5.716,3.079,2729,1.164,41.88571,-117.28559,2.763
12.636,33,9.998,1.271,3675,2.268,38.49071,-120.15216,5.881
5.882,6,8.809,2.423,4652,4.568,38.24433,-120.31592,2.67
6.602,28,6.698,2.733,1019,3.171,33.56566,-120.48759,3.037
13.517,8,7.551,3.046,944,3.631,41.25446,-114.51682,5.278
7.953,14,6.829,2.746,3787,1.681,33.0955,-122.91291,3.769
8.62,3,8.487,2.752,4540,4.601,38.93771,-115.7138,3.88
14.391,2,9.088,4.979,4993,2.806,39.55666,-115.58826,5.284
13.414,22,8.133,4.896,3077,2.674,35.65615,-117.61548,5.468
3.373,33,3.456,1.345,1786,3.909,33.48378,-121.67759,1.168
7.625,43,4.98,1.674,946,4.827,36.53592,-118.00591,3.69
14.598,21,8.275,4.766,2909,1.121,34.77843,-123.68637,6.158
6.213,6,8.585,2.276,3532,1.245,38.14242,-114.7914,2.953
6.202,40,7.03,3.446,2523,1.48,32.83154,-117.525,2.565
3.73,7,7.713,4.191,3737,5.23,32.95754,-122.92619,1.766
2.601,6,3.396,2.883,453,5.277,37.94174,-116.37441,0.096
11.364,50,4.981,1.066,4900,4.192,33.81211,-121.1772,5.229
11.78,44,6.277,4.312,4089,1.229,35.91344,-123.98585,4.776
14.566,8,9.87,4.025,4888,4.755,40.81236,-122.01667,6.275
11.828,24,8.394,1.166,2032,5.339,32.73474,-117.70707,5.657
4.407,27,3.541,4.589,3590,5.577,33.92083,-117.68655,1.493
1.562,51,4.819,4.428,1656,5.012,41.09992,-114.56224,1.72
14.796,28,3.735,2.1,683,3.243,36.11209,-120.51933,5.007
5.766,5,3.218,1.321,1280,3.294,35.98371,-116.3603,1.952
5.368,19,2.96,2.613,3815,3.485,37.75598,-119.42062,1.873
13.683,9,9.726,4.5,3878,3.369,36.6753,-116.69949,5.951
9.191,25,9.253,2.93,4566,3.571,39.85577,-119.22537,4.274
4.008,44,5.866,2.126,974,1.408,35.17108,-119.58184,1.837
13.447,47,6.388,1.927,1639,5.073,33.93651,-120.44759,5.795
14.907,45,8.709,2.42,190,1.014,37.76915,-124.0364,6.891
2.213,13,7.191,4.976,1233,1.155,36.97186,-115.71017,0.5
13.072,37,7.861,4.514,477,1.133,35.91553,-117.89708,6.202
6.467,2,8.329,3.188,1818,5.501,36.0878,-119.45331,2.292
8.337,51,5.864,4.234,559,5.977,41.14808,-118.74966,3.539
13.807,40,9.798,2.265,1151,2.486,40.03877,-122.36277,6.532
14.627,14,7.027,3.461,2207,1.628,34.39984,-114.59675,7.021
4.67,31,7.068,4.491,2135,1.095,36.70965,-121.62619,1.657
3.98,6,3.128,2.471,4568,5.509,39.65574,-124.39311,1.665
2.127,25,9.902,4.202,2001,2.788,37.4288,-118.24124,0.97
8.865,39,2.566,3.457,2728,3.461,41.3705,-115.92224,3.005
1.19,46,9.885,3.461,3932,2.876,39.2591,-117.91038,1.686
6.767,31,9.285,1.164,2927,5.535,33.83406,-121.49799,4.362
2.027,38,8.851,4.597,199,5.163,36.29525,-120.10707,2.224
6.673,16,7.389,4.105,1067,5.481,40.64304,-117.11643,2.929
1.559,27,6.871,1.146,3438,3.149,36.30956,-117.36291,2.161
12.693,30,9.973,3.443,4969,2.084,37.34177,-119.67848,6.07
3.936,4,9.792,3.984,282,4.01,40.24376,-124.34494,1.265
5.596,39,8.495,4.18,204,2.056,32.69077,-118.6402,2.112
13.181,16,2.695,1.354,3689,2.626,33.23796,-119.8723,5.065
11.448,36,4.977,3.56,714,5.726,35.01802,-121.17613,4.089
4.067,7,8.927,1.932,513,5.355,39.77785,-116.99719,1.918
2.007,21,7.62,2.806,1141,3.186,35.12328,-120.30335,0.721
11.019,2,2.976,3.106,1418,2.604,36.43227,-118.76969,4.378
6.47,8,4.786,1.109,4529,3.894,35.76854,-122.59904,2.763
11.725,42,2.155,2.198,754,4.815,40.10274,-122.95238,5.857
7.234,27,9.142,4.19,1351,1.971,38.26395,-119.57067,3.423
5.844,2,7.976,4.369,1722,5.534,34.56481,-122.89734,2.091
7.317,6,5.487,2.32,3835,1.938,40.89159,-114.87614,2.486
11.48,4,8.083,2.767,1989,4.051,32.60359,-118.91583,4.202
13.631,21,9.467,4.325,2350,3.749,36.4716,-118.71253,6.637
1.697,1,4.239,1.803,3811,2.645,40.06726,-117.25602,0.867
8.338,38,4.287,3.924,902,3.807,36.87001,-119.13805,2.589
1.46,12,5.861,2.629,4543,5.4,35.17225,-117.89902,1.075
7.558,27,7.655,4.948,2764,2.652,41.22687,-121.83556,4.238
13.394,14,9.944,3.407,4807,5.426,38.84683,-122.14046,5.478
6.062,15,3.303,1.592,2341,1.313,37.64686,-123.73325,2.91
14.054,24,4.737,1.687,2786,3.669,41.30971,-119.70325,6.042
9.829,18,4.908,1.109,458,2.465,41.13588,-119.95259,4.597
14.078,17,7.807,3.859,2402,5.652,35.78401,-115.08983,6.719
11.6,9,9.093,2.773,4734,1.236,35.81739,-123.01673,4.252
2.448,47,3.47,1.044,4774,1.094,35.29342,-117.99605,1.55
4.236,18,7.709,1.406,546,5.048,35.19187,-121.8549,1.538
6.518,18,9.277,2.158,1662,4.698,33.86266,-116.10211,2.692
3.381,5,2.97,2.696,3323,1.775,38.58716,-122.81927,1.314
7.929,48,7.08,4.754,980,5.71,35.34786,-123.64296,3.424
7.599,9,3.619,3.165,1099,5.369,36.75764,-120.80491,4.161
14.388,35,5.529,4.577,2230,2.215,37.02801,-116.29085,6.473
7.072,44,3.014,2.002,2314,4.422,38.86392,-122.28256,2.728
11.999,46,7.469,2.329,1942,3.143,40.33842,-121.46003,6.017
14.187,1,5.211,4.523,802,3.804,41.70521,-117.72045,5.998
13.278,41,6.538,2.965,3931,4.955,36.67311,-120.75383,6.127
3.921,9,6.188,3.361,2659,4.154,40.61139,-117.76696,1.885
7.944,32,7.552,3.297,4715,1.471,37.56382,-116.86794,3.64
5.868,20,9.165,3.582,2937,4.031,41.37609,-121.89315,2.242
6.598,13,4.238,3.356,1291,1.927,39.72181,-119.79774,2.329
6.051,40,6.761,3.777,1681,3.229,39.01536,-121.73632,3.146
12.569,11,6.59,1.589,4021,2.964,36.46823,-116.93743,5.738
7.33,46,4.521,3.843,572,1.418,35.38412,-119.14777,3.326
8.332,48,5.997,1.602,4659,1.496,40.1655,-123.67735,3.842
14.754,43,2.324,2.362,818,4.939,38.01622,-116.68007,5.886
1.84,51,5.415,4.325,2863,3.88,33.24254,-116.26327,2.021
7.831,42,4.164,3.431,3523,5.869,36.63343,-121.50088,3.474
11.837,26,8.912,4.869,996,5.757,33.87804,-117.93937,4.85
3.116,40,4.862,2.009,3995,1.953,32.76202,-114.63621,2.895
9.561,11,3.538,4.683,3982,5.278,41.92556,-120.81266,3.227
4.353,25,6.237,3.568,3642,2.63,37.65239,-115.44218,1.79
13.144,40,8.488,2.477,2310,1.861,40.21779,-114.52809,4.516
5.579,25,4.832,4.147,4516,3.259,36.77794,-119.3655,2.163
5.607,20,8.775,4.819,2895,2.426,38.53407,-121.96132,3.718
9.375,42,4.609,4.118,307,3.543,41.90856,-122.82108,5.21
3.57,49,7.885,1.026,3656,4.239,38.71828,-119.2336,2.399
4.988,11,2.922,1.041,912,2.516,34.04603,-115.11632,2.213
6.833,44,2.498,1.505,4742,3.721,39.97239,-117.6438,2.851
5.951,10,7.901,4.403,648,4.129,41.32882,-116.45323,1.999
8.348,49,4.947,4.001,1700,4.081,35.56198,-119.8482,4.365
9.395,3,5.144,3.559,2458,5.622,34.62421,-121.14192,3.466
8.933,39,6.593,3.778,3845,4.243,35.01539,-114.3533,3.727
10.158,27,9.895,3.479,120,2.663,34.08625,-122.25358,4.012
5.308,35,3.372,2.392,2161,1.473,34.51041,-114.76305,2.76
2.77,49,4.399,3.882,2293,3.434,39.04063,-115.27293,1.647
11.651,40,7.19,4.74,1670,3.88,35.99838,-123.17381,4.866
12.911,31,7.608,3.999,672,3.781,40.91904,-121.38817,5.928
4.598,21,7.649,4.469,4561,3.751,35.90714,-115.78217,2.128
6.699,22,6.763,1.949,2651,2.877,41.22358,-121.24024,2.734
7.98,19,6.706,2.397,970,5.789,33.76495,-118.65742,3.831
8.467,14,3.185,3.031,4553,4.065,32.82115,-118.54412,3.93
10.233,37,8.677,2.886,1083,2.111,39.93817,-116.90511,3.695
1.582,51,2.071,2.864,3346,1.032,39.79305,-114.68806,0.798
11.101,45,5.341,3.562,1937,3.851,39.1319,-124.21778,4.135
1.868,50,3.723,4.422,2506,4.732,36.5036,-114.7878,2.034
7.556,23,2.835,4.549,3189,1.547,34.397,-115.81736,2.418
12.587,26,4.556,1.602,3596,3.331,34.68743,-123.1725,5.631
7.317,43,7.257,1.361,3387,5.86,40.11024,-117.42965,3.63
3.087,44,5.977,2.245,335,3.472,41.44055,-117.47801,2.473
14.79,40,8.988,3.949,2423,5.268,41.53732,-121.53907,7.103
13.45,12,6.797,4.174,714,1.703,36.0576,-116.4495,5.716
11.798,1,4.025,2.533,2616,3.26,38.69453,-115.41678,4.37
6.761,50,6.122,2.242,3413,2.767,35.42454,-121.85028,2.684
3.574,34,3.819,1.522,2823,1.141,40.60463,-115.8396,1.767
14.18,44,3.429,1.953,1012,3.606,38.1297,-116.5699,5.6
8.453,19,9.64,1.403,4777,2.994,40.67854,-123.60843,3.528
12.933,23,5.744,2.215,3653,4.058,39.58787,-117.34305,6.449
5.789,7,7.21,3.704,3611,3.732,34.83932,-122.762,2.939
5.694,7,8.987,1.516,3129,3.267,32.79271,-122.33448,3.11
14.798,1,4.577,2.285,365,1.505,41.8402,-123.2327,4.636
8.306,18,8.312,3.115,4521,3.213,36.81907,-116.89896,3.042
2.97,8,8.311,2.308,3716,5.855,35.10905,-114.73253,1.585
4.075,25,8.592,2.758,997,2.371,40.21153,-121.41796,2.021
7.747,42,3.516,2.987,947,2.925,34.12714,-119.19962,3.289
1.595,29,9.703,4.1,4860,5.207,37.31658,-119.28966,0.758
7.475,23,4.198,4.372,830,3.6,36.48279,-124.32766,3.651
6.865,29,8.215,1.77,1010,1.01,33.70268,-121.19977,2.893
11.911,1,3.298,2.477,3657,3.697,38.9146,-122.17041,4.904
5.969,15,9.394,3.301,3390,5.36,40.88945,-124.32727,2.002
14.756,15,5.423,2.998,4340,4.452,41.32315,-122.98332,6.526
3.531,28,7.349,1.322,2122,4.786,37.78254,-118.60196,1.571
9.274,36,8.802,2.38,2161,1.191,32.64049,-117.25227,3.62
2.256,42,4.259,1.91,724,1.896,36.17192,-114.11205,0.722
11.274,40,5.112,2.669,4607,3.926,37.72119,-117.1125,5.226
14.927,32,4.507,2.352,4075,1.765,41.69913,-123.46998,7.144
12.468,46,4.263,3.782,1899,4.769,36.71893,-119.82943,4.709
8.78,13,6.082,2.606,487,2.135,35.84603,-117.54742,3.785
7.786,21,6.374,1.966,2851,2.59,41.26799,-119.3102,3.558
12.69,49,2.615,3.479,4436,1.208,36.69435,-121.18294,4.15
14.104,39,7.386,3.908,3741,3.131,41.58336,-123.833,6.083
14.849,38,5.36,1.433,2188,2.279,35.52041,-120.22563,5.93
6.552,9,9.116,2.005,4701,1.166,39.58366,-120.9053,2.885
14.873,20,9.084,1.835,3724,1.669,40.51276,-115.54181,6.124
3.183,20,7.761,1.804,3657,2.962,40.92656,-122.6357,2.324
4.55,8,8.83,4.608,4410,2.711,35.32184,-114.44709,2.299
2.246,14,9.38,1.504,4953,5.304,41.84776,-115.78692,1.525
4.804,20,6.619,4.485,1751,2.514,39.55589,-121.73325,1.19
11.751,35,9.775,2.576,2106,3.076,33.93857,-124.04171,5.619
12.941,45,9.643,3.563,4581,3.043,39.71526,-119.56594,6.088
11.904,21,2.879,2.764,294,3.995,40.42207,-117.74545,5.007
9.835,41,6.182,3.395,3950,5.514,34.23051,-121.24671,4.768
8.196,41,2.916,3.207,3287,4.373,34.11476,-124.26153,3.992
10.922,22,7.473,2.732,4070,5.192,33.74364,-114.57043,5.074
6.472,43,8.122,2.1,4396,1.936,37.21145,-120.89458,4.313
12.778,6,9.077,4.723,3395,5.197,39.30784,-114.79789,4.39
10.481,44,7.2,4.664,3823,4.501,36.10018,-121.09247,4.77
10.769,27,5.632,1.284,4193,2.475,33.05239,-117.8083,5.986
8.503,4,3.247,1.894,3169,5.477,35.91703,-118.32757,3.914
13.393,4,3.001,3.296,1271,4.325,39.16849,-116.02938,5.157
4.528,28,5.885,4.922,3823,3.339,33.42826,-115.02504,2.581
6.336,27,8.66,3.91,620,4.522,37.78817,-119.65618,2.649
11.887,17,8.006,4.273,336,1.034,38.23622,-120.01617,5.382
7.898,39,9.046,2.257,3312,2.617,38.68428,-116.13513,3.447
13.449,38,8.488,1.876,1775,4.884,35.78598,-123.02335,6.03
5.85,29,3.644,1.904,3386,5.295,41.30994,-121.72378,3.0
6.171,40,3.603,2.933,2430,5.001,41.95224,-123.17644,2.041
13.442,7,5.664,4.434,831,4.656,40.45089,-121.31236,5.727
7.501,8,3.529,1.865,3586,3.488,33.53702,-118.80079,3.802
8.226,41,3.5,3.281,163,1.948,35.04519,-117.31531,3.624
5.659,33,4.142,4.235,4507,1.554,34.41156,-121.58178,2.155
4.873,32,2.181,3.001,3951,5.62,33.00265,-117.18429,2.625
10.183,35,6.571,2.668,4471,2.054,41.0141,-120.10622,4.975
2.678,18,5.173,2.386,2055,2.226,34.28862,-116.73513,1.571
13.31,51,3.899,3.402,3110,4.609,36.0739,-118.87138,6.117
11.909,43,3.074,4.271,3264,4.779,36.06261,-115.46258,4.563
3.67,16,5.647,4.985,2260,3.041,39.88326,-115.65969,1.673
10.716,18,6.816,4.477,2216,1.375,36.75556,-120.01027,4.343
9.437,38,9.786,2.811,3746,3.422,36.02554,-116.09403,4.56
3.583,25,4.031,1.317,2502,5.064,35.01981,-118.44777,1.252
4.825,34,2.211,1.482,2287,5.41,37.50609,-121.92082,2.631
6.726,4,7.888,1.117,3994,4.251,33.586,-123.20025,3.495
10.789,5,3.881,2.451,658,4.423,38.3627,-123.91306,4.005
9.942,14,5.874,2.926,4547,1.119,40.32123,-121.8396,4.53
8.451,1,8.466,4.282,2775,2.066,41.31079,-123.5448,3.785
11.758,22,2.296,1.343,806,4.735,38.49747,-122.4605,4.983
11.611,46,3.132,1.912,2513,3.653,40.30857,-120.05461,4.26
9.65,21,2.785,3.043,1569,3.935,34.65055,-122.77287,4.379
12.018,13,3.87,4.399,474,5.052,37.38471,-116.88984,4.915
5.68,48,3.384,1.351,2660,4.347,35.19742,-124.26178,2.861
13.337,36,4.533,1.974,3044,3.099,41.99785,-114.85602,6.674
9.609,29,7.97,3.176,181,5.87,36.07041,-120.43573,4.619
12.513,38,2.339,2.297,4301,2.209,34.61975,-123.30177,5.684
8.648,9,2.59,4.97,3277,2.7,39.83494,-124.30862,2.881
4.058,33,6.515,2.809,3109,4.338,36.86314,-114.94492,1.175
8.594,22,6.162,4.645,2473,2.16,33.70634,-119.66679,3.368
6.196,17,5.793,4.764,4259,2.903,39.9901,-115.42793,3.127
10.765,23,6.127,2.038,2854,4.457,37.08206,-118.80117,4.855
7.661,36,7.936,2.306,4785,2.69,39.99641,-123.17699,4.469
12.706,6,6.609,2.297,577,1.286,39.63645,-117.68886,4.784
10.493,48,5.656,2.745,2796,3.8,37.91736,-116.81247,5.364
10.584,39,2.654,1.253,4890,4.851,39.34,-118.98485,3.873
4.04,29,9.798,4.229,1408,4.714,40.63501,-121.51719,2.145
14.779,27,3.915,1.523,2364,4.105,36.76336,-115.80688,5.23
12.783,5,8.953,4.575,1162,4.826,41.58341,-123.42272,4.394
12.046,9,5.032,3.306,3055,1.997,34.22845,-118.87446,4.97
5.623,24,7.471,2.926,847,4.67,41.71035,-115.79418,1.923
8.499,19,5.633,3.643,1087,1.25,34.71626,-120.30591,3.165
2.919,33,4.833,4.732,3358,4.7,37.31651,-120.28158,1.644
8.539,30,6.914,2.187,4266,1.254,36.96388,-121.43064,3.87
3.042,40,6.289,2.081,225,4.857,33.07291,-120.65946,1.492
8.743,4,3.859,2.48,2695,5.425,34.31429,-120.89857,4.16
10.082,32,4.69,2.947,899,5.145,40.38433,-120.65489,3.78
6.463,49,2.275,1.303,4432,2.743,35.12154,-123.60884,3.515
7.98,1,3.549,3.72,3998,5.876,32.56098,-121.10837,2.55
13.259,34,4.687,3.084,3901,3.592,40.33286,-114.69395,6.055
2.52,21,9.777,3.16,1561,2.896,41.54447,-120.49484,1.064
12.084,31,6.217,1.999,133,3.912,37.55523,-114.77981,5.732
3.391,14,7.606,4.362,3854,2.525,38.17773,-124.02511,1.086
1.514,26,7.389,2.592,3837,1.892,33.57535,-117.85349,0.83
3.598,22,9.847,3.609,4345,1.817,41.50025,-120.34814,1.825
11.711,34,6.445,1.96,2256,1.847,34.51422,-120.83303,4.548
6.672,33,6.684,4.265,3117,2.141,37.71771,-118.5016,2.895
13.215,13,4.401,2.199,756,5.432,41.66833,-123.24061,6.356
8.346,32,7.009,4.687,2640,3.024,36.75284,-116.88001,2.99
1.312,8,8.062,2.819,1451,1.0,33.38392,-115.92139,1.279
11.034,22,2.826,1.581,4309,2.519,34.5447,-124.00017,3.6
2.543,41,5.841,3.445,951,5.981,33.17877,-122.80752,1.823
12.051,20,5.375,3.227,207,4.681,36.33874,-123.2006,6.142
3.353,21,2.909,2.686,4482,3.519,38.09605,-114.72762,1.378
5.836,34,4.73,4.279,1505,1.637,36.76577,-117.27806,2.496
11.658,49,6.281,2.685,4089,3.278,35.77221,-121.44263,4.429
14.359,30,7.199,1.545,2172,4.198,34.07984,-123.39793,5.497
6.2,6,4.311,1.114,2390,5.594,39.13901,-117.52992,2.948
12.612,35,5.81,4.569,1711,3.46,41.66674,-123.48836,5.66
3.671,27,7.873,2.867,4864,3.74,35.63748,-114.90551,2.276
12.301,20,5.378,3.252,3493,3.839,37.44891,-121.67134,5.347
10.205,49,9.526,1.459,4721,5.754,34.06854,-121.65966,4.458
3.698,38,2.246,2.958,1234,2.694,33.20781,-119.67034,1.675
5.235,40,4.082,3.133,4731,5.303,34.08739,-114.67464,1.57
2.845,14,3.067,2.861,1936,3.157,33.37558,-120.38316,1.043
6.362,10,6.33,4.816,3425,4.704,38.36019,-120.85416,3.237
3.851,42,3.419,3.286,894,3.416,38.72442,-118.37853,1.513
10.016,15,7.935,4.898,3617,3.771,41.98637,-114.33501,4.161
14.923,40,9.347,1.613,4361,2.646,41.92151,-121.88087,7.534
1.168,43,3.658,4.657,513,3.073,36.69729,-115.46184,0.161
8.573,48,9.254,3.212,492,3.627,34.67877,-119.29324,4.47
9.031,3,7.054,2.185,331,4.021,37.16059,-116.28391,3.007
13.799,15,3.569,3.983,2042,2.852,41.02772,-120.60462,6.086
8.084,45,7.892,3.225,2393,5.171,38.97789,-119.75829,3.341
8.612,31,2.727,3.303,3798,4.595,38.38094,-120.39335,4.84
7.603,11,7.537,1.688,3748,3.258,39.10917,-119.11744,2.884
4.765,46,8.89,3.72,1286,4.675,33.9506,-122.74508,2.895
1.784,39,9.603,2.177,4858,1.033,36.12213,-115.87123,2.38
6.721,19,2.436,2.423,985,3.968,34.32739,-120.38903,2.692
1.736,15,2.495,4.626,709,3.627,41.51794,-120.99794,1.39
8.707,38,9.443,1.718,197,3.573,34.34855,-115.7654,4.729
5.302,20,8.317,4.547,1046,4.018,34.22551,-122.17492,3.018
8.47,22,8.194,3.002,1782,5.012,41.11012,-116.90705,3.816
2.88,7,7.941,1.714,1888,1.23,41.51687,-120.89274,2.332
14.057,14,7.739,4.246,2657,1.744,39.26557,-118.5156,5.288
13.523,4,6.906,3.61,2579,1.048,41.9856,-119.0788,5.585
3.66,9,8.502,2.387,1863,2.189,32.97875,-118.42812,1.95
5.808,39,2.273,2.203,1993,5.888,39.33465,-118.3957,3.607
